STUDY_ID	SAMPLE_ID	MYC	PHB
aml_ohsu_2018	aml_ohsu_2018_12-00069	NA	NA
aml_ohsu_2018	aml_ohsu_2018_12-00127	NA	NA
aml_ohsu_2018	aml_ohsu_2018_12-00150	6.859440269	6.266320645
aml_ohsu_2018	aml_ohsu_2018_12-00211	10.11050158	6.17786054
aml_ohsu_2018	aml_ohsu_2018_12-00258	7.646019493	5.908452384
aml_ohsu_2018	aml_ohsu_2018_12-00294	9.389720784	5.963968227
aml_ohsu_2018	aml_ohsu_2018_12-00301	NA	NA
aml_ohsu_2018	aml_ohsu_2018_12-00362	NA	NA
aml_ohsu_2018	aml_ohsu_2018_12-00371	NA	NA
aml_ohsu_2018	aml_ohsu_2018_12-00372	6.419439459	5.465057752
aml_ohsu_2018	aml_ohsu_2018_12-00423	7.757447711	5.98564346
aml_ohsu_2018	aml_ohsu_2018_12-00426	8.645393497	6.17873195
aml_ohsu_2018	aml_ohsu_2018_13-00004	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00007	7.272041461	6.693578685
aml_ohsu_2018	aml_ohsu_2018_13-00028	4.088023374	6.719518893
aml_ohsu_2018	aml_ohsu_2018_13-00034	4.653201923	6.109993086
aml_ohsu_2018	aml_ohsu_2018_13-00098	7.358516743	5.097811284
aml_ohsu_2018	aml_ohsu_2018_13-00106	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00118	8.251536244	5.867745369
aml_ohsu_2018	aml_ohsu_2018_13-00123	6.273176635	5.465057752
aml_ohsu_2018	aml_ohsu_2018_13-00145	7.659802143	5.963161264
aml_ohsu_2018	aml_ohsu_2018_13-00146	5.656337184	5.921174159
aml_ohsu_2018	aml_ohsu_2018_13-00147	5.201669335	5.668591877
aml_ohsu_2018	aml_ohsu_2018_13-00149	9.035588016	6.205426451
aml_ohsu_2018	aml_ohsu_2018_13-00150	4.4091474	5.58111154
aml_ohsu_2018	aml_ohsu_2018_13-00157	7.466559024	5.917205656
aml_ohsu_2018	aml_ohsu_2018_13-00160	7.825162552	6.256579193
aml_ohsu_2018	aml_ohsu_2018_13-00163	7.384447872	5.770806625
aml_ohsu_2018	aml_ohsu_2018_13-00165	7.76165087	6.449449786
aml_ohsu_2018	aml_ohsu_2018_13-00166	9.531172034	5.963968227
aml_ohsu_2018	aml_ohsu_2018_13-00186	8.932055953	5.876872983
aml_ohsu_2018	aml_ohsu_2018_13-00195	6.931327858	5.537433599
aml_ohsu_2018	aml_ohsu_2018_13-00201	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00202	6.046790572	5.522690833
aml_ohsu_2018	aml_ohsu_2018_13-00204	8.882672726	7.068336396
aml_ohsu_2018	aml_ohsu_2018_13-00218	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00226	8.145126027	5.810647299
aml_ohsu_2018	aml_ohsu_2018_13-00232	8.831624464	6.270442109
aml_ohsu_2018	aml_ohsu_2018_13-00236	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00237	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00242	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00245	7.437094461	4.987068142
aml_ohsu_2018	aml_ohsu_2018_13-00247	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00250	7.537057139	5.810647299
aml_ohsu_2018	aml_ohsu_2018_13-00253	8.125956842	5.477149407
aml_ohsu_2018	aml_ohsu_2018_13-00255	6.828446717	5.839031881
aml_ohsu_2018	aml_ohsu_2018_13-00260	7.679774684	5.912816679
aml_ohsu_2018	aml_ohsu_2018_13-00262	6.505484332	4.897401698
aml_ohsu_2018	aml_ohsu_2018_13-00266	7.983643979	6.90984671
aml_ohsu_2018	aml_ohsu_2018_13-00268	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00270	7.496463949	5.998685435
aml_ohsu_2018	aml_ohsu_2018_13-00273	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00281	5.123080751	4.896701078
aml_ohsu_2018	aml_ohsu_2018_13-00286	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00294	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00331	4.983607746	6.444705798
aml_ohsu_2018	aml_ohsu_2018_13-00338	7.625262854	5.574768887
aml_ohsu_2018	aml_ohsu_2018_13-00342	6.577774474	6.312395425
aml_ohsu_2018	aml_ohsu_2018_13-00346	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00353	5.562439151	6.544640318
aml_ohsu_2018	aml_ohsu_2018_13-00354	7.558364812	3.953165731
aml_ohsu_2018	aml_ohsu_2018_13-00365	8.395388282	5.239356563
aml_ohsu_2018	aml_ohsu_2018_13-00383	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00384	7.477078399	4.571180719
aml_ohsu_2018	aml_ohsu_2018_13-00393	7.438063262	5.684601213
aml_ohsu_2018	aml_ohsu_2018_13-00396	8.794388625	6.15067389
aml_ohsu_2018	aml_ohsu_2018_13-00406	7.17287475	6.23908519
aml_ohsu_2018	aml_ohsu_2018_13-00409	6.936649426	6.131238425
aml_ohsu_2018	aml_ohsu_2018_13-00417	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00420	5.299127183	4.897053177
aml_ohsu_2018	aml_ohsu_2018_13-00424	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00425	7.420715902	5.597688557
aml_ohsu_2018	aml_ohsu_2018_13-00450	5.737896648	5.326233884
aml_ohsu_2018	aml_ohsu_2018_13-00454	7.872507334	4.636939135
aml_ohsu_2018	aml_ohsu_2018_13-00466	7.639684177	4.849719053
aml_ohsu_2018	aml_ohsu_2018_13-00468	7.462380305	5.677738783
aml_ohsu_2018	aml_ohsu_2018_13-00487	7.840949611	5.813046475
aml_ohsu_2018	aml_ohsu_2018_13-00493	6.218219092	5.532281684
aml_ohsu_2018	aml_ohsu_2018_13-00496	6.494595961	5.397353856
aml_ohsu_2018	aml_ohsu_2018_13-00497	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00500	5.644993697	4.95811087
aml_ohsu_2018	aml_ohsu_2018_13-00513	6.802314203	6.466843926
aml_ohsu_2018	aml_ohsu_2018_13-00515	5.129017831	5.056196027
aml_ohsu_2018	aml_ohsu_2018_13-00522	6.472335346	6.542597599
aml_ohsu_2018	aml_ohsu_2018_13-00532	6.043461975	6.207155086
aml_ohsu_2018	aml_ohsu_2018_13-00535	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00537	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00540	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00544	8.298479281	5.904742098
aml_ohsu_2018	aml_ohsu_2018_13-00545	7.176893474	5.798550068
aml_ohsu_2018	aml_ohsu_2018_13-00546	7.054588448	6.012349256
aml_ohsu_2018	aml_ohsu_2018_13-00551	5.845797147	5.543831235
aml_ohsu_2018	aml_ohsu_2018_13-00552	5.644585519	5.86161588
aml_ohsu_2018	aml_ohsu_2018_13-00554	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00557	7.113089093	5.777038076
aml_ohsu_2018	aml_ohsu_2018_13-00558	8.435710051	5.928818378
aml_ohsu_2018	aml_ohsu_2018_13-00563	5.534859853	6.244332534
aml_ohsu_2018	aml_ohsu_2018_13-00572	8.395388282	6.216039386
aml_ohsu_2018	aml_ohsu_2018_13-00573	5.981953815	5.732148325
aml_ohsu_2018	aml_ohsu_2018_13-00578	5.94646401	5.729445327
aml_ohsu_2018	aml_ohsu_2018_13-00581	5.879600779	6.31426755
aml_ohsu_2018	aml_ohsu_2018_13-00593	5.47676862	6.46041649
aml_ohsu_2018	aml_ohsu_2018_13-00600	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00601	6.665667223	6.026409953
aml_ohsu_2018	aml_ohsu_2018_13-00602	6.424786847	5.864074222
aml_ohsu_2018	aml_ohsu_2018_13-00614	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00615	8.659375232	5.948829316
aml_ohsu_2018	aml_ohsu_2018_13-00619	6.176539092	5.986805925
aml_ohsu_2018	aml_ohsu_2018_13-00622	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00625	6.956545689	5.515248452
aml_ohsu_2018	aml_ohsu_2018_13-00650	6.999597123	6.818626234
aml_ohsu_2018	aml_ohsu_2018_13-00654	NA	NA
aml_ohsu_2018	aml_ohsu_2018_13-00655	6.612814952	6.246168931
aml_ohsu_2018	aml_ohsu_2018_13-00658	9.014347891	6.306841067
aml_ohsu_2018	aml_ohsu_2018_13-00659	7.358516743	5.795030782
aml_ohsu_2018	aml_ohsu_2018_13-00660	9.208279458	6.534518477
aml_ohsu_2018	aml_ohsu_2018_14-00001	9.254149299	5.64086726
aml_ohsu_2018	aml_ohsu_2018_14-00004	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00012	6.131696918	5.538177946
aml_ohsu_2018	aml_ohsu_2018_14-00015	6.709229121	6.732782797
aml_ohsu_2018	aml_ohsu_2018_14-00021	6.072140664	5.737471483
aml_ohsu_2018	aml_ohsu_2018_14-00023	6.474783907	5.976219592
aml_ohsu_2018	aml_ohsu_2018_14-00026	6.75771283	5.841827883
aml_ohsu_2018	aml_ohsu_2018_14-00034	9.720838248	6.295880018
aml_ohsu_2018	aml_ohsu_2018_14-00041	7.500789088	4.726776261
aml_ohsu_2018	aml_ohsu_2018_14-00044	6.196627862	5.556166817
aml_ohsu_2018	aml_ohsu_2018_14-00045	5.485256027	6.364613187
aml_ohsu_2018	aml_ohsu_2018_14-00052	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00053	6.682392995	5.899186017
aml_ohsu_2018	aml_ohsu_2018_14-00060	7.244765023	6.179163073
aml_ohsu_2018	aml_ohsu_2018_14-00061	5.725647919	6.55133096
aml_ohsu_2018	aml_ohsu_2018_14-00063	7.511643796	6.373064107
aml_ohsu_2018	aml_ohsu_2018_14-00064	7.284357908	6.915648041
aml_ohsu_2018	aml_ohsu_2018_14-00066	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00067	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00078	7.193218861	6.372119924
aml_ohsu_2018	aml_ohsu_2018_14-00081	8.928716188	6.481725893
aml_ohsu_2018	aml_ohsu_2018_14-00083	7.749154577	6.492509334
aml_ohsu_2018	aml_ohsu_2018_14-00092	9.306152706	6.127768743
aml_ohsu_2018	aml_ohsu_2018_14-00096	5.868138405	5.467601002
aml_ohsu_2018	aml_ohsu_2018_14-00111	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00113	5.653698826	5.209827071
aml_ohsu_2018	aml_ohsu_2018_14-00125	8.141284403	5.740610788
aml_ohsu_2018	aml_ohsu_2018_14-00126	5.155830193	6.52478337
aml_ohsu_2018	aml_ohsu_2018_14-00127	6.768319348	5.626350643
aml_ohsu_2018	aml_ohsu_2018_14-00134	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00135	8.099811136	6.36925334
aml_ohsu_2018	aml_ohsu_2018_14-00141	7.46554371	6.435420589
aml_ohsu_2018	aml_ohsu_2018_14-00150	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00152	8.241102889	6.615418365
aml_ohsu_2018	aml_ohsu_2018_14-00171	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00173	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00175	6.51407585	4.486246151
aml_ohsu_2018	aml_ohsu_2018_14-00180	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00184	7.440202951	6.217800518
aml_ohsu_2018	aml_ohsu_2018_14-00193	7.141609827	6.332722793
aml_ohsu_2018	aml_ohsu_2018_14-00212	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00228	6.856892181	5.682301032
aml_ohsu_2018	aml_ohsu_2018_14-00231	6.764733198	6.037176285
aml_ohsu_2018	aml_ohsu_2018_14-00240	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00242	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00244	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00245	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00253	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00259	5.681543815	5.230411696
aml_ohsu_2018	aml_ohsu_2018_14-00268	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00270	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00272	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00273	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00279	5.62189499	5.931759222
aml_ohsu_2018	aml_ohsu_2018_14-00289	8.898965783	7.475008623
aml_ohsu_2018	aml_ohsu_2018_14-00311	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00329	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00331	7.006757885	6.34045748
aml_ohsu_2018	aml_ohsu_2018_14-00334	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00335	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00355	6.154898416	5.995829005
aml_ohsu_2018	aml_ohsu_2018_14-00359	6.329963519	6.171783645
aml_ohsu_2018	aml_ohsu_2018_14-00369	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00376	9.097311105	5.669738069
aml_ohsu_2018	aml_ohsu_2018_14-00380	6.48808982	5.220745324
aml_ohsu_2018	aml_ohsu_2018_14-00395	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00401	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00404	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00423	6.234652424	6.130359969
aml_ohsu_2018	aml_ohsu_2018_14-00425	9.446509442	6.980999252
aml_ohsu_2018	aml_ohsu_2018_14-00430	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00434	6.594212274	6.388322539
aml_ohsu_2018	aml_ohsu_2018_14-00447	7.933256828	6.682999815
aml_ohsu_2018	aml_ohsu_2018_14-00448	6.594212274	4.917248523
aml_ohsu_2018	aml_ohsu_2018_14-00449	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00451	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00454	8.353960128	5.572542108
aml_ohsu_2018	aml_ohsu_2018_14-00458	7.116081873	6.131238425
aml_ohsu_2018	aml_ohsu_2018_14-00464	6.404539556	5.665111687
aml_ohsu_2018	aml_ohsu_2018_14-00473	9.366072958	6.009011982
aml_ohsu_2018	aml_ohsu_2018_14-00476	8.825357193	7.07430333
aml_ohsu_2018	aml_ohsu_2018_14-00477	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00484	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00487	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00488	4.748197013	5.341772654
aml_ohsu_2018	aml_ohsu_2018_14-00495	5.333566136	6.172206114
aml_ohsu_2018	aml_ohsu_2018_14-00496	7.091419979	4.479764839
aml_ohsu_2018	aml_ohsu_2018_14-00498	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00499	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00502	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00504	5.659740439	5.302724862
aml_ohsu_2018	aml_ohsu_2018_14-00514	8.068717159	5.312859559
aml_ohsu_2018	aml_ohsu_2018_14-00521	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00527	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00528	6.070064343	6.572517396
aml_ohsu_2018	aml_ohsu_2018_14-00536	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00537	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00542	7.272932876	6.265889121
aml_ohsu_2018	aml_ohsu_2018_14-00543	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00546	8.749052986	6.832016429
aml_ohsu_2018	aml_ohsu_2018_14-00555	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00559	6.97214344	5.101379538
aml_ohsu_2018	aml_ohsu_2018_14-00564	8.952240826	6.327185366
aml_ohsu_2018	aml_ohsu_2018_14-00567	8.166473458	6.3418378
aml_ohsu_2018	aml_ohsu_2018_14-00573	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00578	7.596617179	7.217969661
aml_ohsu_2018	aml_ohsu_2018_14-00581	7.17532133	5.50082402
aml_ohsu_2018	aml_ohsu_2018_14-00588	8.597114918	4.774548457
aml_ohsu_2018	aml_ohsu_2018_14-00597	5.307055191	5.158356749
aml_ohsu_2018	aml_ohsu_2018_14-00599	8.734229967	6.159709551
aml_ohsu_2018	aml_ohsu_2018_14-00602	5.824868147	6.343166002
aml_ohsu_2018	aml_ohsu_2018_14-00603	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00608	5.382139441	4.997605752
aml_ohsu_2018	aml_ohsu_2018_14-00613	7.014399394	5.281450229
aml_ohsu_2018	aml_ohsu_2018_14-00618	5.266413472	5.369687083
aml_ohsu_2018	aml_ohsu_2018_14-00632	7.351020681	6.265021041
aml_ohsu_2018	aml_ohsu_2018_14-00639	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00640	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00643	8.981347589	6.091242828
aml_ohsu_2018	aml_ohsu_2018_14-00658	7.17287475	6.237311497
aml_ohsu_2018	aml_ohsu_2018_14-00664	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00667	7.511643796	5.997019328
aml_ohsu_2018	aml_ohsu_2018_14-00670	6.561759652	5.80913607
aml_ohsu_2018	aml_ohsu_2018_14-00672	8.81289668	5.857231066
aml_ohsu_2018	aml_ohsu_2018_14-00676	6.620910481	5.924769301
aml_ohsu_2018	aml_ohsu_2018_14-00681	8.011029298	5.645387862
aml_ohsu_2018	aml_ohsu_2018_14-00690	6.080632196	6.112519797
aml_ohsu_2018	aml_ohsu_2018_14-00712	7.754744304	6.889135942
aml_ohsu_2018	aml_ohsu_2018_14-00714	6.418005949	6.399711044
aml_ohsu_2018	aml_ohsu_2018_14-00715	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00720	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00725	7.281696807	6.429553736
aml_ohsu_2018	aml_ohsu_2018_14-00730	9.146130527	6.393565306
aml_ohsu_2018	aml_ohsu_2018_14-00735	7.390278647	5.332866098
aml_ohsu_2018	aml_ohsu_2018_14-00738	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00739	6.747254776	6.396444476
aml_ohsu_2018	aml_ohsu_2018_14-00742	7.058232326	5.968387126
aml_ohsu_2018	aml_ohsu_2018_14-00756	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00757	7.800596529	6.242507793
aml_ohsu_2018	aml_ohsu_2018_14-00761	5.763458668	5.627107473
aml_ohsu_2018	aml_ohsu_2018_14-00774	4.707797563	5.708760336
aml_ohsu_2018	aml_ohsu_2018_14-00777	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00780	5.820204099	6.113814187
aml_ohsu_2018	aml_ohsu_2018_14-00781	7.519390851	6.534518477
aml_ohsu_2018	aml_ohsu_2018_14-00787	9.104727907	6.247069447
aml_ohsu_2018	aml_ohsu_2018_14-00793	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00798	6.938682893	5.724492754
aml_ohsu_2018	aml_ohsu_2018_14-00800	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00801	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00803	NA	NA
aml_ohsu_2018	aml_ohsu_2018_14-00815	6.865132167	6.580308445
aml_ohsu_2018	aml_ohsu_2018_14-00817	7.421834983	7.088444075
aml_ohsu_2018	aml_ohsu_2018_14-00831	6.523791842	5.992909983
aml_ohsu_2018	aml_ohsu_2018_14-00832	7.988777207	6.129510043
aml_ohsu_2018	aml_ohsu_2018_14-00901	8.912120345	5.917606155
aml_ohsu_2018	aml_ohsu_2018_15-00009	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00014	7.485692963	6.56484725
aml_ohsu_2018	aml_ohsu_2018_15-00018	6.122642091	5.704572599
aml_ohsu_2018	aml_ohsu_2018_15-00024	7.578024249	6.348219157
aml_ohsu_2018	aml_ohsu_2018_15-00029	7.063981423	6.397831155
aml_ohsu_2018	aml_ohsu_2018_15-00043	5.821357032	5.051227549
aml_ohsu_2018	aml_ohsu_2018_15-00045	5.923557676	6.182651587
aml_ohsu_2018	aml_ohsu_2018_15-00051	8.270533831	6.19537494
aml_ohsu_2018	aml_ohsu_2018_15-00053	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00056	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00057	6.560216563	4.988842894
aml_ohsu_2018	aml_ohsu_2018_15-00071	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00073	5.505983323	6.008617494
aml_ohsu_2018	aml_ohsu_2018_15-00075	6.966746019	6.550829967
aml_ohsu_2018	aml_ohsu_2018_15-00081	7.045230774	5.90889253
aml_ohsu_2018	aml_ohsu_2018_15-00084	9.590216669	6.206309565
aml_ohsu_2018	aml_ohsu_2018_15-00123	5.625262496	6.455551238
aml_ohsu_2018	aml_ohsu_2018_15-00129	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00140	5.927176195	5.790233321
aml_ohsu_2018	aml_ohsu_2018_15-00143	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00147	8.026689056	6.246629403
aml_ohsu_2018	aml_ohsu_2018_15-00148	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00150	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00159	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00167	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00169	6.299502178	5.69258749
aml_ohsu_2018	aml_ohsu_2018_15-00171	6.798663024	6.944619566
aml_ohsu_2018	aml_ohsu_2018_15-00175	8.642612678	7.042320659
aml_ohsu_2018	aml_ohsu_2018_15-00180	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00194	5.178580639	6.318902892
aml_ohsu_2018	aml_ohsu_2018_15-00196	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00200	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00201	8.466747256	4.807397575
aml_ohsu_2018	aml_ohsu_2018_15-00208	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00229	9.208279458	6.969498194
aml_ohsu_2018	aml_ohsu_2018_15-00231	8.615085071	5.850188321
aml_ohsu_2018	aml_ohsu_2018_15-00237	9.297769452	6.570468873
aml_ohsu_2018	aml_ohsu_2018_15-00246	6.960651715	6.866358478
aml_ohsu_2018	aml_ohsu_2018_15-00248	6.682999815	6.554495261
aml_ohsu_2018	aml_ohsu_2018_15-00261	8.800533821	6.321168332
aml_ohsu_2018	aml_ohsu_2018_15-00269	7.903131853	5.353701958
aml_ohsu_2018	aml_ohsu_2018_15-00275	8.335951241	4.847587951
aml_ohsu_2018	aml_ohsu_2018_15-00276	7.375636288	6.117619638
aml_ohsu_2018	aml_ohsu_2018_15-00279	5.458072727	5.973343141
aml_ohsu_2018	aml_ohsu_2018_15-00281	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00287	7.567534689	5.793867802
aml_ohsu_2018	aml_ohsu_2018_15-00294	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00296	7.817983089	6.312395425
aml_ohsu_2018	aml_ohsu_2018_15-00300	7.560641334	6.228287811
aml_ohsu_2018	aml_ohsu_2018_15-00302	8.09795949	5.967563855
aml_ohsu_2018	aml_ohsu_2018_15-00303	7.075119019	5.619615778
aml_ohsu_2018	aml_ohsu_2018_15-00309	NA	NA
aml_ohsu_2018	aml_ohsu_2018_15-00312	8.103523029	7.139337593
aml_ohsu_2018	aml_ohsu_2018_15-00320	7.151734884	5.950846453
