STUDY_ID	SAMPLE_ID	MYC	PHB
ccle_broad_2019	SF126_CENTRAL_NERVOUS_SYSTEM	15.27118	121.1555
ccle_broad_2019	RERFLCAD2_LUNG	46.47293	133.9115
ccle_broad_2019	OUMS23_LARGE_INTESTINE	18.9805	73.93086
ccle_broad_2019	SNGM_ENDOMETRIUM	86.16302	102.39533
ccle_broad_2019	OUMS27_BONE	NA	NA
ccle_broad_2019	PL45_PANCREAS	NA	NA
ccle_broad_2019	NCIH2347_LUNG	44.62122	156.05118
ccle_broad_2019	SW1990_PANCREAS	23.22083	307.07236
ccle_broad_2019	HS940T_FIBROBLAST	12.58363	62.35585
ccle_broad_2019	HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	39.18401	143.49808
ccle_broad_2019	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	66.06097	142.57301
ccle_broad_2019	RERFGC1B_STOMACH	17.91905	118.59341
ccle_broad_2019	HT1080_SOFT_TISSUE	18.03304	115.11668
ccle_broad_2019	NCIH2087_LUNG	122.14185	134.10266
ccle_broad_2019	COV318_OVARY	16.90523	78.89465
ccle_broad_2019	NCIH2085_LUNG	38.70294	103.6446
ccle_broad_2019	NCIH510_LUNG	6.64253	118.04443
ccle_broad_2019	CAKI1_KIDNEY	50.68695	214.52065
ccle_broad_2019	NCIH716_LARGE_INTESTINE	56.77217	86.33791
ccle_broad_2019	NCIH2066_LUNG	49.62996	125.11288
ccle_broad_2019	NCIH1341_LUNG	187.11673	78.5834
ccle_broad_2019	NCIH2029_LUNG	0.39255	67.86505
ccle_broad_2019	C3A_LIVER	NA	NA
ccle_broad_2019	SW480_LARGE_INTESTINE	40.87094	270.88736
ccle_broad_2019	HS746T_STOMACH	44.20843	117.70759
ccle_broad_2019	LU65_LUNG	69.38163	211.67346
ccle_broad_2019	HS739T_FIBROBLAST	14.70866	52.78081
ccle_broad_2019	SNUC2A_LARGE_INTESTINE	16.65089	94.94054
ccle_broad_2019	HEC151_ENDOMETRIUM	65.81883	181.31102
ccle_broad_2019	MSTO211H_PLEURA	272.11462	194.52667
ccle_broad_2019	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	155.4706	174.45853
ccle_broad_2019	SKMEL1_SKIN	44.17145	289.32599
ccle_broad_2019	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	125.30856	99.56869
ccle_broad_2019	JHH7_LIVER	35.74697	207.13327
ccle_broad_2019	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.98264	55.82287
ccle_broad_2019	5637_URINARY_TRACT	59.50313	220.9332
ccle_broad_2019	HCC38_BREAST	18.57151	145.03963
ccle_broad_2019	DU4475_BREAST	14.61214	130.76103
ccle_broad_2019	NCIH1573_LUNG	23.42829	95.93102
ccle_broad_2019	NCIH508_LARGE_INTESTINE	79.39982	168.08267
ccle_broad_2019	NCIH1651_LUNG	19.15224	185.07263
ccle_broad_2019	SKUT1_SOFT_TISSUE	75.78384	200.73372
ccle_broad_2019	MDAMB175VII_BREAST	5.76827	91.53304
ccle_broad_2019	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	58.13925	81.25494
ccle_broad_2019	BECKER_CENTRAL_NERVOUS_SYSTEM	NA	NA
ccle_broad_2019	NCIH226_LUNG	40.47585	170.93889
ccle_broad_2019	NCIH1666_LUNG	134.87201	132.20787
ccle_broad_2019	SW1783_CENTRAL_NERVOUS_SYSTEM	12.99568	133.07547
ccle_broad_2019	ISTMES1_PLEURA	102.14205	181.04237
ccle_broad_2019	NCIH1734_LUNG	22.72501	135.54082
ccle_broad_2019	NCIH2342_LUNG	23.88862	180.62798
ccle_broad_2019	EBC1_LUNG	39.13903	156.31047
ccle_broad_2019	YMB1_BREAST	NA	NA
ccle_broad_2019	OC316_OVARY	48.04178	130.11755
ccle_broad_2019	HS936T_SKIN	30.21034	257.50131
ccle_broad_2019	T173_FIBROBLAST	12.29491	40.61558
ccle_broad_2019	NCIH322_LUNG	20.68178	115.48811
ccle_broad_2019	HS618T_FIBROBLAST	16.71542	102.74538
ccle_broad_2019	HS870T_FIBROBLAST	13.2174	100.84464
ccle_broad_2019	HS706T_BONE	9.9748	67.4409
ccle_broad_2019	PANC1_PANCREAS	23.35134	187.78326
ccle_broad_2019	NCIH2291_LUNG	67.31649	138.88167
ccle_broad_2019	T47D_BREAST	20.55275	158.01929
ccle_broad_2019	HS742T_FIBROBLAST	10.79743	38.49746
ccle_broad_2019	BICR56_UPPER_AERODIGESTIVE_TRACT	108.25985	34.70315
ccle_broad_2019	BICR16_UPPER_AERODIGESTIVE_TRACT	69.87193	86.50273
ccle_broad_2019	TE10_OESOPHAGUS	33.81445	132.27449
ccle_broad_2019	SKMEL28_SKIN	44.51015	124.03241
ccle_broad_2019	BICR6_UPPER_AERODIGESTIVE_TRACT	65.47429	54.6411
ccle_broad_2019	BHY_UPPER_AERODIGESTIVE_TRACT	62.80667	52.80446
ccle_broad_2019	AZ521_SMALL_INTESTINE	NA	NA
ccle_broad_2019	SH4_SKIN	47.95118	234.4469
ccle_broad_2019	KPL1_BREAST	27.86308	204.8893
ccle_broad_2019	CGTHW1_THYROID	NA	NA
ccle_broad_2019	TUHR4TKB_KIDNEY	32.25852	98.28239
ccle_broad_2019	LS123_LARGE_INTESTINE	50.495	84.82689
ccle_broad_2019	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	235.34431	130.75066
ccle_broad_2019	HPAC_PANCREAS	50.25583	64.61745
ccle_broad_2019	RCC10RGB_KIDNEY	30.71742	80.16843
ccle_broad_2019	JHOM1_OVARY	39.22828	100.00648
ccle_broad_2019	SU8686_PANCREAS	16.61005	46.51242
ccle_broad_2019	HCC33_LUNG	0.538	66.60117
ccle_broad_2019	TE6_OESOPHAGUS	59.23865	100.08965
ccle_broad_2019	JHOC5_OVARY	72.15043	178.28674
ccle_broad_2019	ACCMESO1_PLEURA	25.85494	246.63919
ccle_broad_2019	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	55.69061	210.33737
ccle_broad_2019	SNU1214_UPPER_AERODIGESTIVE_TRACT	79.3687	103.7506
ccle_broad_2019	CORL105_LUNG	63.95478	182.53452
ccle_broad_2019	LMSU_STOMACH	54.65484	98.35112
ccle_broad_2019	SNU1197_LARGE_INTESTINE	33.17286	180.5611
ccle_broad_2019	COLO668_LUNG	2.18065	52.18562
ccle_broad_2019	OSRC2_KIDNEY	16.99916	97.77869
ccle_broad_2019	HUH6_LIVER	39.03031	101.57216
ccle_broad_2019	PANC0203_PANCREAS	26.87641	154.17844
ccle_broad_2019	CJM_SKIN	100.74187	79.80154
ccle_broad_2019	BICR22_UPPER_AERODIGESTIVE_TRACT	89.40177	37.95402
ccle_broad_2019	SHSY5Y_AUTONOMIC_GANGLIA	NA	NA
ccle_broad_2019	TM31_CENTRAL_NERVOUS_SYSTEM	52.0584	93.71603
ccle_broad_2019	SNU1272_KIDNEY	56.12756	100.88982
ccle_broad_2019	KPNRTBM1_AUTONOMIC_GANGLIA	0.56459	106.12851
ccle_broad_2019	BICR18_UPPER_AERODIGESTIVE_TRACT	50.88335	192.94528
ccle_broad_2019	TE4_OESOPHAGUS	36.59003	142.07703
ccle_broad_2019	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	ECC10_STOMACH	114.19682	124.7755
ccle_broad_2019	TUHR14TKB_KIDNEY	40.65527	100.55149
ccle_broad_2019	YD15_SALIVARY_GLAND	34.96483	92.98327
ccle_broad_2019	UBLC1_URINARY_TRACT	5.74468	53.89067
ccle_broad_2019	ECGI10_OESOPHAGUS	76.28022	165.82845
ccle_broad_2019	CW2_LARGE_INTESTINE	199.3042	206.03336
ccle_broad_2019	SNU761_LIVER	32.19561	90.99517
ccle_broad_2019	SNU61_LARGE_INTESTINE	59.33216	205.43736
ccle_broad_2019	NCIH1915_LUNG	42.14449	292.04291
ccle_broad_2019	SNU324_PANCREAS	51.13408	140.90439
ccle_broad_2019	YD10B_UPPER_AERODIGESTIVE_TRACT	34.43723	90.37232
ccle_broad_2019	HCC2279_LUNG	67.94716	193.07733
ccle_broad_2019	HLC1_LUNG	NA	NA
ccle_broad_2019	TUHR10TKB_KIDNEY	40.77101	85.69672
ccle_broad_2019	HEC1B_ENDOMETRIUM	46.59566	236.6368
ccle_broad_2019	VMRCLCP_LUNG	NA	NA
ccle_broad_2019	TGBC11TKB_STOMACH	81.65726	100.47052
ccle_broad_2019	OVK18_OVARY	39.1901	185.90424
ccle_broad_2019	SNU1077_ENDOMETRIUM	83.7087	122.01314
ccle_broad_2019	HCC1588_LUNG	81.62183	181.30994
ccle_broad_2019	SNU213_PANCREAS	58.81862	117.36048
ccle_broad_2019	HT115_LARGE_INTESTINE	111.67357	234.65929
ccle_broad_2019	TE14_OESOPHAGUS	89.9066	74.52117
ccle_broad_2019	TE8_OESOPHAGUS	52.44319	56.99023
ccle_broad_2019	SNU520_STOMACH	67.14941	110.35219
ccle_broad_2019	JHUEM3_ENDOMETRIUM	24.38424	105.99
ccle_broad_2019	LI7_LIVER	18.99513	165.92314
ccle_broad_2019	NCIH838_LUNG	5.06738	135.13416
ccle_broad_2019	SNU119_OVARY	14.5342	113.50272
ccle_broad_2019	SNU1033_LARGE_INTESTINE	67.06683	150.89743
ccle_broad_2019	SNUC5_LARGE_INTESTINE	32.34411	95.52234
ccle_broad_2019	GSS_STOMACH	93.08532	121.8866
ccle_broad_2019	TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	38.42466	58.73145
ccle_broad_2019	HCC1171_LUNG	38.11992	172.12651
ccle_broad_2019	SNUC4_LARGE_INTESTINE	102.61246	179.25943
ccle_broad_2019	U138MG_CENTRAL_NERVOUS_SYSTEM	NA	NA
ccle_broad_2019	SNU620_STOMACH	71.15127	178.27817
ccle_broad_2019	ECC12_STOMACH	51.03625	75.24403
ccle_broad_2019	GSU_STOMACH	105.92934	234.56332
ccle_broad_2019	KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	168.60666	49.57994
ccle_broad_2019	JHOM2B_OVARY	73.21707	59.00605
ccle_broad_2019	MDAMB231_BREAST	32.60276	139.50247
ccle_broad_2019	OV90_OVARY	35.98171	166.03725
ccle_broad_2019	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	65.74537	284.13882
ccle_broad_2019	OVTOKO_OVARY	24.12733	206.65425
ccle_broad_2019	OVCAR4_OVARY	29.16354	123.6638
ccle_broad_2019	HLF_LIVER	30.41918	132.84019
ccle_broad_2019	HCT15_LARGE_INTESTINE	55.59634	169.63986
ccle_broad_2019	SW1463_LARGE_INTESTINE	101.21556	178.15364
ccle_broad_2019	SF295_CENTRAL_NERVOUS_SYSTEM	11.74116	212.79187
ccle_broad_2019	WM115_SKIN	9.72009	87.17585
ccle_broad_2019	JHH4_LIVER	35.05072	199.83125
ccle_broad_2019	OE33_OESOPHAGUS	88.51232	136.22426
ccle_broad_2019	CCK81_LARGE_INTESTINE	96.7908	360.33307
ccle_broad_2019	JHH1_LIVER	46.2622	78.44292
ccle_broad_2019	SJSA1_BONE	4.26402	138.48984
ccle_broad_2019	NCIH2228_LUNG	56.64965	92.43272
ccle_broad_2019	RERFLCAI_LUNG	57.79745	151.29501
ccle_broad_2019	SKMES1_LUNG	33.17887	122.29537
ccle_broad_2019	NCIH520_LUNG	59.90078	134.28294
ccle_broad_2019	JHH5_LIVER	73.8939	240.58864
ccle_broad_2019	FU97_STOMACH	21.59158	178.03621
ccle_broad_2019	COLO800_SKIN	17.36854	156.62775
ccle_broad_2019	NCIH1963_LUNG	0.72009	81.55515
ccle_broad_2019	RL952_ENDOMETRIUM	39.2711	113.78642
ccle_broad_2019	J82_URINARY_TRACT	24.09912	163.64145
ccle_broad_2019	HCC15_LUNG	22.82065	86.34001
ccle_broad_2019	M059K_CENTRAL_NERVOUS_SYSTEM	5.93888	90.63998
ccle_broad_2019	CALU6_LUNG	2.29937	99.28114
ccle_broad_2019	SKLU1_LUNG	36.54129	113.64461
ccle_broad_2019	SW900_LUNG	16.98969	171.8421
ccle_broad_2019	UACC62_SKIN	30.63252	224.38013
ccle_broad_2019	MFE280_ENDOMETRIUM	34.06676	249.73956
ccle_broad_2019	MFE319_ENDOMETRIUM	50.53701	178.07896
ccle_broad_2019	MFE296_ENDOMETRIUM	9.34318	123.69683
ccle_broad_2019	GOS3_CENTRAL_NERVOUS_SYSTEM	9.47038	82.45883
ccle_broad_2019	GI1_CENTRAL_NERVOUS_SYSTEM	25.01077	179.76442
ccle_broad_2019	PC14_LUNG	27.30576	125.56728
ccle_broad_2019	KYSE410_OESOPHAGUS	32.21725	99.12563
ccle_broad_2019	A204_SOFT_TISSUE	30.46235	115.67892
ccle_broad_2019	PATU8902_PANCREAS	56.13537	184.40802
ccle_broad_2019	NCIH810_LUNG	137.31772	130.94408
ccle_broad_2019	RERFLCMS_LUNG	23.44427	153.64931
ccle_broad_2019	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	34.92694	189.04407
ccle_broad_2019	DANG_PANCREAS	79.56642	178.28831
ccle_broad_2019	NCIH460_LUNG	66.12645	265.17551
ccle_broad_2019	KYSE140_OESOPHAGUS	29.63898	149.11475
ccle_broad_2019	KYSE180_OESOPHAGUS	71.56184	152.98836
ccle_broad_2019	HUPT3_PANCREAS	87.26051	356.44476
ccle_broad_2019	EFE184_ENDOMETRIUM	164.54181	111.18093
ccle_broad_2019	GCIY_STOMACH	150.37538	61.89728
ccle_broad_2019	SH10TC_STOMACH	25.59746	193.73306
ccle_broad_2019	CAOV4_OVARY	48.21475	147.08963
ccle_broad_2019	HCC2218_BREAST	58.99074	1309.87598
ccle_broad_2019	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	213.2459	94.90872
ccle_broad_2019	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	231.03601	121.80882
ccle_broad_2019	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52.52817	80.01817
ccle_broad_2019	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	158.48581	104.64291
ccle_broad_2019	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	349.60599	135.99138
ccle_broad_2019	KNS60_CENTRAL_NERVOUS_SYSTEM	25.18307	83.57883
ccle_broad_2019	KNS81_CENTRAL_NERVOUS_SYSTEM	20.96173	82.25651
ccle_broad_2019	KPNSI9S_AUTONOMIC_GANGLIA	2.95463	196.80025
ccle_broad_2019	LU99_LUNG	113.06894	232.07976
ccle_broad_2019	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	315.42273	136.69896
ccle_broad_2019	MKN1_STOMACH	6.0745	119.41288
ccle_broad_2019	MKN74_STOMACH	54.05359	48.42301
ccle_broad_2019	KP3_PANCREAS	43.86376	118.24062
ccle_broad_2019	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	426.18402	65.83731
ccle_broad_2019	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	401.06473	92.40446
ccle_broad_2019	HSC2_UPPER_AERODIGESTIVE_TRACT	37.51171	84.58948
ccle_broad_2019	KG1C_CENTRAL_NERVOUS_SYSTEM	18.01587	80.19199
ccle_broad_2019	HUH7_LIVER	31.69802	122.22392
ccle_broad_2019	KMBC2_URINARY_TRACT	21.57059	114.3738
ccle_broad_2019	KMRC20_KIDNEY	21.44627	114.79919
ccle_broad_2019	HUCCT1_BILIARY_TRACT	87.81055	101.85674
ccle_broad_2019	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	51.02135	136.81885
ccle_broad_2019	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	134.92076	119.48268
ccle_broad_2019	KALS1_CENTRAL_NERVOUS_SYSTEM	9.04543	45.8288
ccle_broad_2019	HEC108_ENDOMETRIUM	42.73221	104.52835
ccle_broad_2019	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	256.44626	125.97373
ccle_broad_2019	HUH28_BILIARY_TRACT	32.08824	69.59183
ccle_broad_2019	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	HEC265_ENDOMETRIUM	42.06071	132.41435
ccle_broad_2019	CAL12T_LUNG	60.48051	150.79436
ccle_broad_2019	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	87.62429	107.33652
ccle_broad_2019	A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	249.6855	60.1175
ccle_broad_2019	SKNSH_AUTONOMIC_GANGLIA	12.69234	146.13922
ccle_broad_2019	HCC1954_BREAST	39.9446	85.7802
ccle_broad_2019	CAMA1_BREAST	38.71511	162.19919
ccle_broad_2019	HEC6_ENDOMETRIUM	62.77749	224.31776
ccle_broad_2019	AM38_CENTRAL_NERVOUS_SYSTEM	95.19768	188.13451
ccle_broad_2019	HEC50B_ENDOMETRIUM	121.25419	251.35063
ccle_broad_2019	HSC3_UPPER_AERODIGESTIVE_TRACT	76.92923	121.64053
ccle_broad_2019	HSC4_UPPER_AERODIGESTIVE_TRACT	28.44674	65.99699
ccle_broad_2019	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	220.62166	104.58841
ccle_broad_2019	KP4_PANCREAS	46.97233	154.9989
ccle_broad_2019	KE39_STOMACH	65.74798	191.43953
ccle_broad_2019	COV504_OVARY	35.59254	226.89879
ccle_broad_2019	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	84.70146	221.65428
ccle_broad_2019	VMRCRCW_KIDNEY	85.63203	107.37685
ccle_broad_2019	HGC27_STOMACH	92.06855	233.3504
ccle_broad_2019	LUDLU1_LUNG	65.63525	149.31258
ccle_broad_2019	HUG1N_STOMACH	40.36662	124.54192
ccle_broad_2019	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.36993	144.55875
ccle_broad_2019	NUGC4_STOMACH	62.01268	201.87259
ccle_broad_2019	BGC823_STOMACH	NA	NA
ccle_broad_2019	HMC18_BREAST	185.13063	225.61731
ccle_broad_2019	CAS1_CENTRAL_NERVOUS_SYSTEM	15.87766	122.32772
ccle_broad_2019	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	322.2709	245.00174
ccle_broad_2019	CORL23_LUNG	540.87891	191.47798
ccle_broad_2019	MORCPR_LUNG	69.94482	141.69975
ccle_broad_2019	HARA_LUNG	27.19833	156.83237
ccle_broad_2019	SKOV3_OVARY	21.63819	116.65317
ccle_broad_2019	HPAFII_PANCREAS	87.7627	102.10629
ccle_broad_2019	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	181.11365	169.59029
ccle_broad_2019	NCIH1568_LUNG	52.70988	103.94278
ccle_broad_2019	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	142.15082	34.65725
ccle_broad_2019	A498_KIDNEY	32.93361	190.65776
ccle_broad_2019	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	83.49975	143.7507
ccle_broad_2019	A673_BONE	52.94291	132.84158
ccle_broad_2019	AU565_BREAST	51.95919	78.36303
ccle_broad_2019	COLO201_LARGE_INTESTINE	11.34591	162.49921
ccle_broad_2019	CAPAN1_PANCREAS	90.64351	301.50479
ccle_broad_2019	NCIH1563_LUNG	20.6664	254.87251
ccle_broad_2019	NCIH358_LUNG	10.54361	117.18699
ccle_broad_2019	CFPAC1_PANCREAS	53.49181	74.76714
ccle_broad_2019	NIHOVCAR3_OVARY	13.74589	144.2132
ccle_broad_2019	NCIH1650_LUNG	14.94838	120.51153
ccle_broad_2019	NCIH1793_LUNG	51.98039	107.44933
ccle_broad_2019	NCIH1437_LUNG	50.66369	110.74366
ccle_broad_2019	KNS62_LUNG	54.70225	105.8935
ccle_broad_2019	HS578T_BREAST	30.11279	42.77422
ccle_broad_2019	BT20_BREAST	23.23994	104.41917
ccle_broad_2019	SNU182_LIVER	23.81478	119.75608
ccle_broad_2019	SKNMC_BONE	124.04319	203.24286
ccle_broad_2019	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	140.01495	148.99713
ccle_broad_2019	FADU_UPPER_AERODIGESTIVE_TRACT	56.01384	144.93384
ccle_broad_2019	SJRH30_SOFT_TISSUE	NA	NA
ccle_broad_2019	MDAMB361_BREAST	10.60952	336.27573
ccle_broad_2019	MDAMB436_BREAST	52.89743	145.53432
ccle_broad_2019	PANC0213_PANCREAS	38.5791	61.10026
ccle_broad_2019	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	219.3233	98.40807
ccle_broad_2019	RDES_BONE	71.28927	122.34838
ccle_broad_2019	CAL27_UPPER_AERODIGESTIVE_TRACT	64.73767	74.99975
ccle_broad_2019	MESSA_SOFT_TISSUE	69.47271	166.52556
ccle_broad_2019	SW1271_LUNG	37.5892	168.56451
ccle_broad_2019	NCIH1792_LUNG	164.79492	201.11108
ccle_broad_2019	GCT_SOFT_TISSUE	12.73891	158.04987
ccle_broad_2019	SKBR3_BREAST	52.87761	72.3824
ccle_broad_2019	SNU16_STOMACH	268.31168	150.81906
ccle_broad_2019	NCIH82_LUNG	415.69406	213.80688
ccle_broad_2019	NCIN87_STOMACH	87.88538	153.46019
ccle_broad_2019	U2OS_BONE	13.2631	138.14597
ccle_broad_2019	H4_CENTRAL_NERVOUS_SYSTEM	9.08572	102.45061
ccle_broad_2019	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	57.52925	73.66038
ccle_broad_2019	HCC1143_BREAST	90.05789	95.59664
ccle_broad_2019	T24_URINARY_TRACT	26.62798	142.11539
ccle_broad_2019	G401_SOFT_TISSUE	27.74091	153.11694
ccle_broad_2019	HCC1937_BREAST	26.25689	124.7168
ccle_broad_2019	HCC1569_BREAST	64.61073	147.70244
ccle_broad_2019	OCUM1_STOMACH	95.3109	151.65802
ccle_broad_2019	SAOS2_BONE	38.83189	91.40388
ccle_broad_2019	D283MED_CENTRAL_NERVOUS_SYSTEM	370.36035	168.179
ccle_broad_2019	SCC9_UPPER_AERODIGESTIVE_TRACT	110.44479	58.60694
ccle_broad_2019	HCC1395_BREAST	41.11836	93.6711
ccle_broad_2019	NMCG1_CENTRAL_NERVOUS_SYSTEM	9.91383	91.59274
ccle_broad_2019	TEN_ENDOMETRIUM	49.1413	254.18942
ccle_broad_2019	HS604T_FIBROBLAST	NA	NA
ccle_broad_2019	TE9_OESOPHAGUS	55.20633	119.22182
ccle_broad_2019	KNS42_CENTRAL_NERVOUS_SYSTEM	3.01581	119.56372
ccle_broad_2019	KYSE520_OESOPHAGUS	18.58209	136.23895
ccle_broad_2019	KYSE270_OESOPHAGUS	56.96719	98.34019
ccle_broad_2019	JHUEM1_ENDOMETRIUM	30.50497	137.82674
ccle_broad_2019	YH13_CENTRAL_NERVOUS_SYSTEM	13.16065	74.06199
ccle_broad_2019	IALM_LUNG	84.18555	156.21664
ccle_broad_2019	NCIH2052_PLEURA	64.31974	129.48778
ccle_broad_2019	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	SKNFI_AUTONOMIC_GANGLIA	0.83074	125.40824
ccle_broad_2019	SKNAS_AUTONOMIC_GANGLIA	21.33048	178.72502
ccle_broad_2019	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	141.26941	139.5287
ccle_broad_2019	SNU398_LIVER	87.54609	343.07819
ccle_broad_2019	SNU423_LIVER	35.62349	152.41576
ccle_broad_2019	SCC4_UPPER_AERODIGESTIVE_TRACT	91.21469	112.16488
ccle_broad_2019	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	23.52015	57.79039
ccle_broad_2019	HCC1187_BREAST	47.94913	53.17766
ccle_broad_2019	SNU387_LIVER	21.07993	110.01224
ccle_broad_2019	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	106.55981	75.85157
ccle_broad_2019	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	69.2778	147.01363
ccle_broad_2019	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	87.52505	146.05084
ccle_broad_2019	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	95.54801	105.53889
ccle_broad_2019	C2BBE1_LARGE_INTESTINE	49.18346	393.50934
ccle_broad_2019	SKES1_BONE	74.21304	140.54681
ccle_broad_2019	EPLC272H_LUNG	34.77443	106.85957
ccle_broad_2019	BXPC3_PANCREAS	36.97895	97.92683
ccle_broad_2019	NCIH1355_LUNG	29.9739	169.55923
ccle_broad_2019	SNU5_STOMACH	86.04094	270.51422
ccle_broad_2019	SNU475_LIVER	8.79547	104.41401
ccle_broad_2019	HEC251_ENDOMETRIUM	39.09946	98.49477
ccle_broad_2019	HCC95_LUNG	96.24062	176.01904
ccle_broad_2019	253J_URINARY_TRACT	53.82978	131.24141
ccle_broad_2019	HCC1438_LUNG	22.177	141.56337
ccle_broad_2019	253JBV_URINARY_TRACT	114.59533	188.32391
ccle_broad_2019	RPMI7951_SKIN	12.44013	88.39508
ccle_broad_2019	SNU1066_UPPER_AERODIGESTIVE_TRACT	76.36997	71.17612
ccle_broad_2019	SNU1041_UPPER_AERODIGESTIVE_TRACT	79.30309	103.50224
ccle_broad_2019	HCC2108_LUNG	88.98167	223.06133
ccle_broad_2019	COLO783_SKIN	48.74323	146.80702
ccle_broad_2019	HCC1359_LUNG	77.9899	213.24588
ccle_broad_2019	BICR31_UPPER_AERODIGESTIVE_TRACT	118.03811	83.71477
